section,exercise_number,exercise_text,a,b,c,d,e,f,graphic,answer,solution
"Admitere F iulie 2011","2011.A.16.","Un gaz ideal monoatomic ($C_{V}=\frac{3}{2} R$) primeşte căldura $Q=15 \mathrm{~kJ}$ pentru a-şi mări izobar temperatura. Căldura necesară pentru a mări izocor cu aceeaşi valoare temperatura gazului este:\\","$12,5 \mathrm{~kJ}$","$9 \mathrm{~kJ}$","$16 \mathrm{~kJ}$","$25 \mathrm{~kJ}$","$12000 \mathrm{~J}$","$6 \mathrm{~kJ}$","N/A","b","Căldurile primite în transformările izobară $Q_{p}$ şi izocoră $Q_{V}$ sunt: $Q_{p}=\nu C_{p} \Delta T$ şi respectiv $Q_{V}=\nu C_{V} \Delta T$. Pentru o aceeaşi valoare a creşterii de temperatură a gazului, $\Delta T$, obţinem $Q_{V}=Q_{p} \frac{C_{V}}{C_{p}}$. Pentru un gaz ideal monoatomic, $C_{V}=\frac{3}{2} R$, iar $C_{p}=\frac{5}{2} R$. Rezultă $Q_{V}=9 \mathrm{~kJ}$.\\ Răspuns corect b.\\"
"Admitere F iulie 2011","2011.A.17.","Pentru oxigen se cunosc masa molară, $\mu=32 \frac{\mathrm{g}}{\mathrm{mol}}$ şi exponentul adiabatic, $\gamma=1,4$. Căldura specifică la presiune constantă a oxigenului este (se consideră $R=8,32 \frac{\mathrm{J}}{\mathrm{mol} \cdot \mathrm{K}}$):\\","$182 \mathrm{~J} /(\mathrm{kg} \cdot \mathrm{K})$","$124 \mathrm{~J} /(\mathrm{kg} \cdot \mathrm{K})$","$910 \mathrm{~J} /(\mathrm{kg} \cdot \mathrm{K})$","$0,900 \mathrm{~J} /(\mathrm{kg} \cdot \mathrm{K})$","$207 \mathrm{~J} /(\mathrm{kg} \cdot \mathrm{K})$","$290 \mathrm{~J} /(\mathrm{kg} \cdot \mathrm{K})$","N/A","c","Din raportul relaţiilor de definiţie a căldurii specifice la presiune constantă, $c_{p}=\frac{Q_{p}}{m \Delta T}$ şi căldurii molare la presiune constantă, $C_{p}=\frac{Q_{p}}{\nu \Delta T}$, rezultă: $c_{p}=C_{p} \frac{\nu}{m}$. Dar $\frac{\nu}{m}=\frac{1}{\mu}$ şi obţinem $c_{p}=\frac{C_{p}}{\mu}=\frac{\gamma R}{\gamma-1} \frac{1}{\mu}=910 \mathrm{~J} /(\mathrm{kg} \cdot \mathrm{~K})$\\ Răspuns corect c.\\"
"Admitere F iulie 2011","2011.A.18.","Din punctul $A$ pornesc în aceeaşi direcţie două automobile deplasându-se rectiliniu şi uniform. Primul se mişcă cu viteza $v_{1}=63 \frac{\mathrm{km}}{\mathrm{h}}$, al doilea pleacă la 15 minute după primul și se deplasează cu $v_{2}=90 \frac{\mathrm{km}}{\mathrm{h}}$. Punctul în care se vor întâlni cele două automobile se află faţă de $A$ la distanţa:\\","$27 \mathrm{~km}$","$54 \mathrm{~km}$","$64 \mathrm{~km}$","$52,5 \mathrm{~km}$","$22,5 \mathrm{~km}$","$48,5 \mathrm{~km}$","N/A","d","Faţă de punctul $A$ legile de mişcare a celor două automobile sunt $x_{1}=v_{1} t$ şi $x_{2}=v_{2}\left(t-t^{\prime}\right)$. Din condiţia de întâlnire, $x_{1}=x_{2}$, se obţine timpul de întâlnire $t_{i}$;\\ Faţă de punctul $A$, automobilele se întâlnesc la distanţa $x_{i}=v_{1} t_{i}=52,5 \mathrm{~km}$.\\ Răspuns corect d.\\"
"Admitere F iulie 2014","2014.A.1.","Dacă legea de mişcare a unui corp cu masa de $5 \mathrm{~kg}$ este $x(t)=3-3 t+0,2 t^{2}$, atunci forţa care acţionează asupra corpului are valoarea: (5 pct.)\\","$5 \mathrm{~N}$","$2,5 \mathrm{~N}$","$3 \mathrm{~N}$","$1 \mathrm{~N}$","$2 \mathrm{~N}$","$0,5 \mathrm{~N}$","N/A","e","Comparând ecuaţia de mişcare dată cu $x(t)=x_{0}+v_{0 x} t+(1 / 2) a_{x} t^{2}$, obţinem $a_{x}=0,4 \mathrm{~m} / \mathrm{s}^{2}$.\\ Proiecţia vectorului forţă pe axa $O x$ este $F_{x}=m a_{x}$, în care $m=5 \mathrm{~kg}$.\\ Deci $F_{x}=5 \mathrm{~kg} \cdot 0,4 \mathrm{~m} / \mathrm{s}^{2}=2 \mathrm{~N}$. Răspuns corect e.\\"
"Admitere F iulie 2014","2014.A.2.","Într-o transformare izobară variaţia energiei interne a unui gaz ideal ($C_{V}=(3 / 2) R$) este $30 \mathrm{~kJ}$. Lucrul mecanic efectuat de gaz în această transformare este: (5 pct.)\\","$40 \mathrm{~kJ}$","$20 \mathrm{~J}$","$15 \mathrm{~J}$","$1 \mathrm{~kJ}$","$100 \mathrm{~J}$","$20 \mathrm{~kJ}$","N/A","f","Folosim notaţiile uzuale. Variaţia energiei interne a gazului este $\Delta U=\nu C_{V} \Delta T$. Lucrul mecanic în transformarea izobară este $L=p \Delta V=\nu R \Delta T$, la al doilea pas fiind folosită ecuaţia termică de stare.\\ Rezultă $L / \Delta U=R / C_{V}$, de unde $L=\left(R / C_{V}\right) \Delta U=(2 / 3) 30 \mathrm{~kJ}=20 \mathrm{~kJ}$. Răspuns corect f.\\"
"Admitere F iulie 2014","2014.A.3.","Un corp pleacă din repaus şi urcă fără frecare pe un plan înclinat cu unghiul de $30^{\circ}$ faţă de orizontală, împins de o forţă paralelă cu planul, egală în modul cu greutatea corpului. După un timp $\tau$ acţiunea forţei încetează. Ştiind că distanţa totală parcursă de corp la urcare este de $28,8 \mathrm{~m}$ şi considerând $g=10 \mathrm{~m} / \mathrm{s}^{2}$, timpul $\tau$ are valoarea: (5 pct.)\\","$2 \sqrt{3} \mathrm{~s}$","$5,76 \mathrm{~s}$","$2 \sqrt{2} \mathrm{~s}$","$2 \mathrm{~s}$","$2,4 \mathrm{~s}$","$1,86 \mathrm{~s}$","N/A","e","Notaţii: $\alpha=30^{\circ}$; $d=28,8 \mathrm{~m}$; $m$ - masa corpului; $\vec{F}$ - forţa de tracţiune; $\vec{N}$ forţa de reacţiune normală.\\ În cazul acţiunii forţei de tracţiune, ecuaţia lui Newton se scrie:\\ $\vec{F}+m \vec{g}+\vec{N}=m \vec{a}_{1}$, în care $\vec{a}_{1}$ este acceleraţia acestei mişcări. Proiectăm această ecuaţie după o axă în lungul planului orientată în sus:\\ $m g-m g \sin \alpha=m a_{1}$, de unde proiecţia acceleraţiei este $a_{1}=g(1-\sin \alpha)$.\\ Distanţa parcursă în intervalul de timp $\tau$ este:\\ $d_{1}=\frac{1}{2} a_{1} \tau^{2}=\frac{1}{2} g \tau^{2}(1-\sin \alpha)$.\\ Viteza corpului după intervalul de timp $\tau$ este:\\ $v_{1}=a_{1} \tau=g \tau(1-\sin \alpha)$.\\ Când acţiunea forţei $\vec{F}$ încetează, ecuaţia lui Newton se scrie $m \vec{g}+\vec{N}=m \vec{a}_{2}$ şi proiecţia acceleraţiei după axa în lungul planului orientată în sus este $a_{2}=-g \sin \alpha$.\\ Distanţa $d_{2}$ parcursă de corp în mişcarea încetinită până la oprire se determină cu ajutorul ecuaţiei lui Galilei:\\ $d_{2}=-\frac{v_{1}^{2}}{2 a_{2}}=\frac{1}{2} \frac{(1-\sin \alpha)^{2}}{\sin \alpha} g \tau^{2}$;\\ Distanţa totală parcursă de corp la urcare este $d=d_{1}+d_{2}=\frac{1}{2} \frac{1-\sin \alpha}{\sin \alpha} g \tau^{2}$, de unde $\tau=\sqrt{\frac{2 \sin \alpha}{1-\sin \alpha} \frac{d}{g}}=2,4 \mathrm{~s}$. Răspuns corect e.\\"
"Admitere F iulie 2014","2014.A.4.","În cursul unui proces în care volumul variază invers proporţional cu pătratul presiunii, presiunea unui gaz ideal creşte de două ori. În acest proces temperatura gazului: (5 pct.)\\","creşte de $\sqrt{2}$ ori","rămâne constantă","creşte de 2 ori","scade de 2 ori","scade de 4 ori","creşte de 4 ori","N/A","d","Folosim indicele $1$ pentru starea iniţială şi indicele $2$ pentru starea finală. Temperatura iniţială a gazului este: $T_{1}=\frac{p_{1} V_{1}}{\nu R}$.\\ În procesul considerat avem $p_{2}=2 p_{1}$ şi $V_{2}=\left(1 / 2^{2}\right) V_{1}=(1 / 4) V_{1}$.\\ Deci $T_{2}=\frac{p_{2} V_{2}}{\nu R}=\frac{1}{2} \frac{p_{1} V_{1}}{\nu R}=\frac{1}{2} T_{1}$. Răspuns corect d.\\"
"Admitere F iulie 2014","2014.A.5.","Un recipient conţine un gaz ideal la temperatura de $29^{\circ} \mathrm{C}$. Dacă presiunea gazului creşte izocor de două ori, temperatura finală a gazului este: (5 pct.)\\","$151 \mathrm{~K}$","$14,5^{\circ} \mathrm{C}$","$58^{\circ} \mathrm{C}$","$604 \mathrm{~K}$","$400 \mathrm{~K}$","$0^{\circ} \mathrm{C}$","N/A","d","Temperatura termodinamică iniţială a gazului este $T_{1}=(273+29) \mathrm{K}=302 \mathrm{~K}$. Într-o transformare izocoră, temperatura unui gaz ideal variază direct proporţional cu presiunea.\\ Pentru o dublare a presiunii, temperatura se dublează: $T_{2}=2 T_{1}=604 \mathrm{~K}$. Răspuns corect d.\\"
"Admitere F iulie 2014","2014.A.6.","Relaţia dintre unghiul de frecare $\varphi$ şi coeficientul de frecare $\mu$ este: (5 pct.)\\","$\mu=\cos \varphi$","$\mu=\operatorname{tg}^{2} \varphi$","$\mu=\sin \varphi$","$\mu=\operatorname{tg}(\varphi / 2)$","$\mu=1 / \operatorname{tg} \varphi$","$\mu=\operatorname{tg} \varphi$","N/A","f","$\mu=\operatorname{tg} \varphi$. Răspuns corect f.\\"
"Admitere F iulie 2014","2014.A.7.","În cazul transferului maxim de putere într-un circuit simplu, randamentul transmisiei puterii este: (5 pct.)\\","$50 \%$","$25 \%$","$75 \%$","$100 \%$","$10 \%$","$90 \%$","N/A","a","Cu notaţiile din manualele de fizică, randamentul este $\eta=\frac{R}{R+r}$.\\ Transferul maxim de putere are loc pentru $R=r$. Rezultă $\eta=0,5=50 \%$. Răspuns corect a.\\"
"Admitere F iulie 2014","2014.A.8.","Două rezistoare cu rezistenţele $R_{1}=8 \Omega$ şi $R_{2}=2 \Omega$ se leagă succesiv la bornele unei baterii. Ştiind că puterile dezvoltate în cele două rezistoare sunt egale, rezistenţa internă a bateriei este: (5 pct.)\\","$1 \Omega$","$2 \Omega$","$0,1 \Omega$","$20 \Omega$","$100 \Omega$","$4 \Omega$","N/A","f","Cu notaţiile din manualele de fizică, puterea dezvoltată în rezistorul $R$ este:\\ $P=I^{2} R=\left(\frac{E}{R+r}\right)^{2} R=\frac{E^{2} R}{(R+r)^{2}}$.\\ Impunând condiţia ca aceeaşi putere să fie dezvoltată în rezistoarele $R_{1}$ şi $R_{2}$:\\ $\frac{E^{2} R_{1}}{\left(R_{1}+r\right)^{2}}=\frac{E^{2} R_{2}}{\left(R_{2}+r\right)^{2}}$.\\ Obţinem $r=\sqrt{R_{1} R_{2}}=4 \Omega$. Răspuns corect f.\\"
"Admitere F iulie 2014","2014.A.9.","Printr-un conductor străbătut de un curent electric cu intensitatea de $0,32 \mathrm{~A}$ trec întrun minut un număr de electroni egal cu ($e=1,6 \cdot 10^{-19} \mathrm{C}$): (5 pct.)\\","$3 \cdot 10^{20}$","$1 \cdot 10^{8}$","$4 \cdot 10^{19}$","$5 \cdot 10^{20}$","$1,2 \cdot 10^{20}$","$1,2 \cdot 10^{25}$","N/A","e","La trecerea curentului $I=0,32 \mathrm{~A}$ în intervalul de timp $\Delta t=1 \mathrm{~min}=60 \mathrm{~s}$, numărul de electroni care trec printr-o secţiune a conductorului este:\\ $\frac{I \Delta t}{e}=1,2 \cdot 10^{20}$. Răspuns corect e.\\"
"Admitere F iulie 2014","2014.A.10.","Două rezistoare identice având fiecare rezistenţa de $12 \Omega$, sunt montate întâi în serie, apoi în paralel. Grupările se conectează succesiv la bornele unei baterii de rezistenţă internă neglijabilă având t.e.m. de $12 \mathrm{~V}$. Raportul intensităţilor curenţilor în cele două cazuri este: (5 pct.)\\","$4,25$","$0,50$","$4,25$","$0,75$","$0,25$","$0,8$","N/A","e","Notăm $E$ - t.e.m. a bateriei şi $R$ - rezistenţa unui rezistor. În cazul montajului serie al rezisoarelor, curentul în circuit este: $I_{\mathrm{s}}=\frac{E}{2 R}$.\\ Când rezistoarele sunt grupate în paralel, curentul prin latura principală este:\\ $I_{\mathrm{p}}=\frac{E}{R / 2}$;\\ Rezultă $I_{\mathrm{s}} / I_{\mathrm{p}}=0,25$. Răspuns corect e.\\"
"Admitere F iulie 2014","2014.A.11.","Se realizează circuitul din figură format dintr-un cerc de rază $1 \mathrm{~m}$ şi două diametre perpendiculare, alimentat de patru generatoare identice, fiecare cu t.e.m. de $1 \mathrm{~V}$ şi rezistenţa internă neglijabilă. Firele de legătură au rezistenţa pe unitatea de lungime $0,1 \Omega / \mathrm{m}$. In punctele $A$, $B$, $C$, $D$, $O$ există contacte electrice. Intensitatea curentului $I_{D O}$ este: (5 pct.)\\","$\frac{40}{4+\pi} \mathrm{~A}$","$\frac{40}{\pi} \mathrm{~A}$","$10 \pi \mathrm{~A}$","$\frac{\pi+2}{\pi+4} \mathrm{~A}$","$\frac{40}{2+\pi} \mathrm{~A}$","$\frac{20}{2+\pi} \mathrm{~A}$","images/2025_08_19_9e83650bd9c853eca85eg-04(1)","a","Notăm $R$ rezistenţa electrică a unui fir conductor de lungime egală cu raza cercului.\\ $R=0,1 \frac{\Omega}{\mathrm{~m}} \cdot 1 \mathrm{~m}=0,1 \Omega$.\\ Să observăm că circuitul electric este simetric în raport cu diametrul $C D$. În baza acestei proprietăţi, prin laturile $O A$ şi $O B$ trec curenţi egali, ambii intrând în $O$ sau ambii ieşind din $O$. Conform primei teoreme a lui Kirchhoff aplicată nodului $O$, prin latura $O C$ trece un curent egal cu $I_{D O}$, de la $O$ la $C$. În $C$, din motive de simetrie, acest curent se desparte în părţi egale, $I_{D O} / 2$ care circulă de la $C$ la $A$, respectiv de la $C$ la $B$. Considerând nodul $D$, justificăm similar trecerea unui curent $I_{D O} / 2$ de la $A$ la $D$ şi de la $B$ la $D$. Aplicăm acum prima teoremă a lui Kirchhoff nodurilor $A$ şi $B$ obţinând că prin laturile $O A$ şi $O B$ nu trece curent electric. Laturile $O A$ şi $O B$ pot fi scoase din circuit fără a afecta comportarea electrică a acestuia. Schema electrică echivalentă este prezentată mai jos.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_08_19_9e83650bd9c853eca85eg-04} \end{center}\\ Fiecare semicerc se comportă ca o sursă cu t.e.m. $2 E$ şi rezistenţa internă $\pi R$. Montajul paralel al acestor surse identice este echivalent cu o singură sursă cu t.e.m. $2 E$ şi rezistenţa internă $\pi R / 2$. Această sursă echivalentă alimentează consumatorul cu rezistenţa electrică $2 R$ a diametrului $C D$.\\ $I_{D O}=\frac{2 E}{2 R+\pi R / 2}=\frac{4}{4+\pi} \frac{E}{R}=\frac{4}{4+\pi} \frac{1 \mathrm{~V}}{0,1 \Omega}=\frac{40}{4+\pi} \mathrm{~A}$. Răspuns corect a.\\"
"Admitere F iulie 2014","2014.A.12.","Două rezistoare cu rezistenţele $R_{1}=0,5 \Omega$ şi $R_{2}=0,75 \Omega$ sunt montate în serie, iar gruparea este conectată la o sursă cu t.e.m. de $5,4 \mathrm{~V}$ şi rezistenţa internă de $0,1 \Omega$. Puterea disipată pe rezistorul $R_{1}$ este: (5 pct.)\\","$2,25 \mathrm{~W}$","$2 \mathrm{~W}$","$16 \mathrm{~W}$","$8 \mathrm{~W}$","$2,25 \mathrm{~W}$","$4 \mathrm{~W}$","N/A","d","Notăm $E=5,4 \mathrm{~V}$ şi $r=0,1 \Omega$. Curentul în circuit este $I=E /\left(R_{1}+R_{2}+r\right)$, iar puterea disipată pe rezistorul $R_{1}$ este:\\ $I^{2} R_{1}=\frac{E^{2} R_{1}}{\left(R_{1}+R_{2}+r\right)^{2}}=8 \mathrm{~W}$. Răspuns corect d.\\"
"Admitere F iulie 2014","2014.A.13.","Considerând ciclurile termodinamice Carnot, Otto şi Diesel, două transformări izocore apar în: (5 pct.)\\","în toate trei","ciclul Diesel","ciclul Carnot","în niciunul","în ciclurile Carnot şi Diesel","ciclul Otto","N/A","f","Ciclul Otto. Răspuns corect f.\\"
"Admitere F iulie 2014","2014.A.14.","Un mobil pleacă din repaus şi în primele $n$ secunde parcurge rectiliniu uniform accelerat un spaţiu egal cu $2 n^{2}$ metri. Acceleraţia mobilului este egală cu: (5 pct.)\\","$2 \mathrm{~m} / \mathrm{s}^{2}$","$4 \mathrm{~m} / \mathrm{s}^{2}$","$2,25 \mathrm{~m} / \mathrm{s}^{2}$","$8 \mathrm{~m} / \mathrm{s}^{2}$","$10 \mathrm{~m} / \mathrm{s}^{2}$","$1 \mathrm{~m} / \mathrm{s}^{2}$","N/A","b","Notăm $t=n \mathrm{~s}$ şi $d=2 n^{2} \mathrm{~m}$. Din ecuaţia de mişcare $d=\frac{1}{2} a t^{2}$, acceleraţia mişcării este: $a=\frac{2 d}{t^{2}}=4 \mathrm{~m} / \mathrm{s}^{2}$. Răspuns corect b.\\"
"Admitere F iulie 2014","2014.A.15.","Sub acţiunea unei forţe orizontale de $50 \mathrm{~N}$, un corp se deplasează orizontal timp de $2 \mathrm{~min}$ cu viteza constantă de $5 \mathrm{~m} / \mathrm{s}$. Lucrul mecanic efectuat de forţă este: (5 pct.)\\","$2500 \mathrm{~J}$","$180 \mathrm{~N} \cdot \mathrm{~m}$","$30 \mathrm{~J}$","$8 \mathrm{~kJ}$","$30 \mathrm{~kJ}$","$1000 \mathrm{~J}$","N/A","e","Notăm $F=50 \mathrm{~N}$, $\Delta t=2 \mathrm{~min}=120 \mathrm{~s}$ şi $v=5 \mathrm{~m} / \mathrm{s}$. Distanţa străbătută de corp este $d=v \Delta t$.\\ Lucrul mecanic efectuat de forţă este $F d=F v \Delta t=30000 \mathrm{~J}=30 \mathrm{~kJ}$. Răspuns corect e.\\"
"Admitere F iulie 2014","2014.A.16.","Impulsul unui corp este $4 \mathrm{~kg} \cdot \mathrm{~m} / \mathrm{s}$, iar energia sa cinetică este $16 \mathrm{~J}$. Masa corpului este: (5 pct.)\\","$2 \mathrm{~kg}$","$0,5 \mathrm{~kg}$","$1,5 \mathrm{~kg}$","$0,1 \mathrm{~kg}$","$0,75 \mathrm{~kg}$","$1 \mathrm{~kg}$","N/A","b","Notăm $p=4 \mathrm{~kg} \cdot \mathrm{~m} / \mathrm{s}$, $E_{\mathrm{c}}=16 \mathrm{~J}$, $m$ - masa corpului şi $v$ - viteza acestuia.\\ Între relaţiile de definiţie $p=m v$ şi $E_{\mathrm{c}}=(1 / 2) m v^{2}$ eliminăm $v$.\\ Se obţine: $m=\frac{p^{2}}{2 E_{\mathrm{c}}}=0,5 \mathrm{~kg}$. Răspuns corect b.\\"
"Admitere F iulie 2014","2014.A.17.","Un volum de $30$ litri dintr-un gaz ideal aflat la presiunea de $16,62 \cdot 10^{5} \mathrm{~N} / \mathrm{m}^{2}$ şi temperatura de $300 \mathrm{~K}$ ($R=8,31 \mathrm{~J} / \mathrm{mol} \mathrm{K}$) conţine un număr de moli egal cu: (5 pct.)\\","$20$","$1$","$15$","$14$","$30$","$2$","N/A","a","Notăm $V=30 \mathrm{~L}=3 \cdot 10^{-2} \mathrm{~m}^{3}$, $p=16,62 \cdot 10^{5} \mathrm{~N} / \mathrm{m}^{2}$, $T=300 \mathrm{~K}$ şi $\nu$ - cantitatea de gaz.\\ Din ecuaţia termică de stare a gazului ideal $p V=\nu R T$ rezultă:\\ $\nu=\frac{p V}{R T}=20 \mathrm{~mol}$. Răspuns corect a.\\"
"Admitere F iulie 2014","2014.A.18.","În Arctica iarna, temperatura aerului atinge $-37,36^{\circ} \mathrm{C}$, în timp ce temperatura apei sub gheaţă este $+1^{\circ} \mathrm{C}\left(0^{\circ} \mathrm{C}=273 \mathrm{~K}\right)$. O maşină bitermă ideală care lucrează între aceste temperaturi are randamentul: (5 pct.)\\","$30 \%$","$5 \%$","$14 \%$","$50 \%$","$10 \%$","$1 \%$","N/A","c","Temperatura sursei calde este $T_{1}=(273+1) \mathrm{K}=274 \mathrm{~K}$ şi temperatura sursei reci este $T_{2}=(273-37,36) \mathrm{K}=235,64 \mathrm{~K}$. Randamentul maşinii termice este:\\ $\eta=\frac{T_{1}-T_{2}}{T_{1}}=0,14=14 \%$. Răspuns corect c.\\"
"Admitere F iulie 2013","2013.A.1.","Un conductor de cupru ($\rho=1,7 \cdot 10^{-8} \Omega \cdot \mathrm{m}$) are lungimea de $300 \mathrm{~m}$ şi aria secţiunii transversale de $1 \mathrm{~mm}^{2}$. Rezistenţa conductorului este:\\","$10,1 \Omega$","$2,2 \Omega$","$3,5 \Omega$","$5,1 \Omega$","$7,5 \Omega$","$4,7 \Omega$","N/A","d","Rezistenţa conductorului este $R=\rho \frac{l}{S}=5,1 \Omega$. Răspuns corect d.\\"
"Admitere F iulie 2013","2013.A.2.","Un gaz ideal suferă o transformare izobară la presiunea de $10^{5} \mathrm{~N} / \mathrm{m}^{2}$ în cursul căreia volumul său creşte de la $10 \mathrm{dm}^{3}$ la $50 \mathrm{dm}^{3}$. Lucrul mecanic efectuat de gaz este:\\","$4 \mathrm{~kJ}$","$4 \cdot 10^{6} \mathrm{~J}$","$8 \mathrm{~kJ}$","$1,2 \mathrm{~kJ}$","$400 \mathrm{~J}$","$5 \mathrm{~J}$","N/A","a","Lucrul mecanic efectuat de gaz într-o transformare izobară este:\\ $L=p \Delta V=4 \mathrm{~kJ}$. Răspuns corect a.\\"
"Admitere F iulie 2013","2013.A.3.","Un motor termic funcţionează după un ciclu Carnot cu randamentul $0,5$. Cunoscând temperatura sursei reci de $250 \mathrm{~K}$, temperatura sursei calde este:\\","$600 \mathrm{~K}$","$500 \mathrm{~K}$","$800 \mathrm{~K}$","$400 \mathrm{~K}$","$1000 \mathrm{~K}$","$300 \mathrm{~K}$","N/A","b","Din randamentul ciclului Carnot $\eta=1-\frac{T_{2}}{T_{1}}$, rezultă temperatura sursei calde:\\ $T_{1}=500 \mathrm{~K}$. Răspuns corect b.\\"
"Admitere F iulie 2013","2013.A.4.","La bornele unui acumulator cu t.e.m. de $10 \mathrm{~V}$ și rezistenţa internă de $1 \Omega$ se leagă un rezistor cu rezistenţa de $4 \Omega$. Puterea disipată pe rezistor este:\\","$4 \mathrm{~W}$","$64 \mathrm{~W}$","$8 \mathrm{~W}$","$16 \mathrm{~W}$","$32 \mathrm{~W}$","$20 \mathrm{~W}$","N/A","d","Puterea disipată pe rezistor este: $P=\frac{R E^{2}}{(R+r)^{2}}=16 \mathrm{~W}$. Răspuns corect d.\\"
"Admitere F iulie 2013","2013.A.5.","Un corp cu masa de $10 \mathrm{kg}$ este tras pe un plan orizontal cu o forţă de $70 \mathrm{~N}$ paralelă cu planul. În absenţa frecărilor, acceleraţia corpului este:\\","$0,14 \mathrm{~m} / \mathrm{s}^{2}$","$21 \mathrm{~m} / \mathrm{s}^{2}$","$700 \mathrm{~m} / \mathrm{s}^{2}$","$7 \mathrm{~m} / \mathrm{s}^{2}$","$5 \mathrm{~m} / \mathrm{s}^{2}$","$0,17 \mathrm{~m} / \mathrm{s}^{2}$","N/A","d","Din $\vec{F}=m \vec{a}$ rezultă $a=7 \mathrm{~m} / \mathrm{s}^{2}$. Răspuns corect d.\\"
"Admitere F iulie 2013","2013.A.6.","Un corp de masă $2 \mathrm{~kg}$ se deplasează cu viteza de $15 \mathrm{~m} / \mathrm{s}$. Impulsul corpului este:\\","$17 \mathrm{~kg} \cdot \mathrm{m} / \mathrm{s}$","$30 \mathrm{~kg} \cdot \mathrm{m} / \mathrm{s}$","$7,5 \mathrm{~kg} \cdot \mathrm{m} / \mathrm{s}$","$225 \mathrm{~J}$","$225 \mathrm{~kg} \cdot \mathrm{m} / \mathrm{s}$","$15 \mathrm{~N}$","N/A","b","Impulsul corpului este: $\vec{p}=m \vec{v}=30 \mathrm{~kg} \cdot \mathrm{m} / \mathrm{s}$. Răspuns corect b.\\"
"Admitere F iulie 2013","2013.A.7.","În SI puterea se măsoară în:","$\frac{\mathrm{kW}}{\mathrm{h}}$","$\mathrm{J} \cdot \mathrm{s}$","$\mathrm{kg} \cdot \mathrm{s}$","$\mathrm{kWh}$","$\mathrm{N} \cdot \mathrm{m}$","$\mathrm{W}$","N/A","f","În SI puterea se măsoară în Wați ($\mathrm{W}$). Răspuns corect f.\\"
"Admitere F iulie 2013","2013.A.8.","Volumul unui gaz ideal a fost redus izoterm cu $20 \%$. Presiunea gazului a crescut cu:\\","$20 \%$","$22,5 \%$","$12 \%$","$33 \%$","$18 \%$","$25 \%$","N/A","f","Din ecuaţia transformării izoterme $p V=$ const., rezultă:\\ $p_{1} V_{1}=\left(p_{1}+x p_{1}\right) \cdot\left(V_{1}-f V_{1}\right)$;\\ Deci $x=25 \%$. Răspuns corect f.\\"
"Admitere F iulie 2013","2013.A.9.","Secţiunea transversală a unui conductor este traversată în $3 \mathrm{~s}$ de o sarcină electrică de $1,8 \mathrm{C}$. Intensitatea curentului prin conductor este:\\","$0,8 \mathrm{~A}$","$5,4 \mathrm{~A}$","$6 \mathrm{~A}$","$1 \mathrm{~A}$","$0,54 \mathrm{~A}$","$0,6 \mathrm{~A}$","N/A","f","Intensitatea curentului prin conductor este: $I=\frac{q}{\Delta t}=0,6 \mathrm{~A}$. Răspuns corect f.\\"
